review_id,review_date,product_id,rating,review_text
R-00128,2026-04-28,LR-SER-007,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00226,2026-04-28,LR-SHP-001,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00019,2026-04-29,LR-MSK-005,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00035,2026-04-29,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00044,2026-04-29,LR-KIT-008,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00082,2026-04-29,LR-SHP-001,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00208,2026-04-29,LR-SER-007,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00018,2026-04-30,LR-MSK-005,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00122,2026-04-30,LR-SHP-001,2,배송 중 내용물이 조금 샜어요.
R-00238,2026-04-30,LR-OIL-004,2,향이 생각보다 강해서 아쉬웠어요.
R-00003,2026-05-01,LR-SHP-001,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00038,2026-05-01,LR-SER-007,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00054,2026-05-01,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00066,2026-05-01,LR-OIL-004,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00172,2026-05-01,LR-CND-002,2,펌프가 잘 눌리지 않아 사용이 불편했어요.
R-00191,2026-05-01,LR-TON-006,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00201,2026-05-01,LR-OIL-004,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00005,2026-05-02,LR-SER-007,2,배송 중 내용물이 조금 샜어요.
R-00011,2026-05-02,LR-CND-002,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00060,2026-05-02,LR-CND-002,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00106,2026-05-02,LR-CND-002,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00135,2026-05-02,LR-TON-006,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00231,2026-05-02,LR-TRT-003,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00057,2026-05-03,LR-TRT-003,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00075,2026-05-03,LR-TON-006,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00085,2026-05-03,LR-KIT-008,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00104,2026-05-03,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00147,2026-05-03,LR-TRT-003,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00157,2026-05-03,LR-TRT-003,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00206,2026-05-03,LR-CND-002,1,펌프가 잘 눌리지 않아 사용이 불편했어요.
R-00218,2026-05-03,LR-KIT-008,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00235,2026-05-03,LR-SHP-001,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00051,2026-05-04,LR-KIT-008,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00109,2026-05-04,LR-CND-002,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00171,2026-05-04,LR-KIT-008,3,머릿결이 부드러워지고 사용감이 가벼워요.
R-00215,2026-05-04,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00002,2026-05-05,LR-TON-006,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00102,2026-05-05,LR-OIL-004,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00174,2026-05-05,LR-CND-002,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00056,2026-05-06,LR-KIT-008,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00096,2026-05-06,LR-TRT-003,1,배송 중 내용물이 조금 샜어요.
R-00115,2026-05-06,LR-MSK-005,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00126,2026-05-06,LR-CND-002,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00145,2026-05-06,LR-TON-006,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00017,2026-05-07,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00028,2026-05-07,LR-SHP-001,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00047,2026-05-07,LR-MSK-005,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00127,2026-05-07,LR-SER-007,3,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00037,2026-05-08,LR-SER-007,2,두피가 살짝 간지럽고 효과를 아직 모르겠어요.
R-00090,2026-05-08,LR-SER-007,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00098,2026-05-08,LR-SHP-001,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00141,2026-05-08,LR-TRT-003,3,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00179,2026-05-08,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00186,2026-05-08,LR-TON-006,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00187,2026-05-08,LR-MSK-005,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00198,2026-05-08,LR-CND-002,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00006,2026-05-09,LR-KIT-008,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00022,2026-05-09,LR-OIL-004,2,두피가 살짝 간지럽고 효과를 아직 모르겠어요.
R-00081,2026-05-09,LR-KIT-008,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00095,2026-05-09,LR-OIL-004,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00158,2026-05-09,LR-TON-006,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00170,2026-05-10,LR-MSK-005,3,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00210,2026-05-10,LR-CND-002,1,향이 생각보다 강해서 아쉬웠어요.
R-00211,2026-05-10,LR-OIL-004,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00225,2026-05-10,LR-CND-002,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00076,2026-05-11,LR-OIL-004,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00107,2026-05-11,LR-TON-006,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00149,2026-05-11,LR-KIT-008,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00166,2026-05-11,LR-MSK-005,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00194,2026-05-11,LR-TRT-003,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00105,2026-05-12,LR-OIL-004,1,가격 대비 용량이 작게 느껴져요.
R-00120,2026-05-12,LR-MSK-005,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00136,2026-05-12,LR-SHP-001,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00139,2026-05-12,LR-KIT-008,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00181,2026-05-12,LR-SER-007,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00026,2026-05-13,LR-SHP-001,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00029,2026-05-13,LR-SHP-001,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00042,2026-05-13,LR-SER-007,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00086,2026-05-13,LR-KIT-008,3,머릿결이 부드러워지고 사용감이 가벼워요.
R-00182,2026-05-13,LR-TRT-003,3,머릿결이 부드러워지고 사용감이 가벼워요.
R-00219,2026-05-13,LR-SHP-001,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00220,2026-05-13,LR-SER-007,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00033,2026-05-14,LR-SHP-001,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00016,2026-05-15,LR-CND-002,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00030,2026-05-15,LR-CND-002,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00165,2026-05-15,LR-TON-006,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00168,2026-05-15,LR-OIL-004,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00234,2026-05-15,LR-KIT-008,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00093,2026-05-16,LR-TRT-003,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00129,2026-05-16,LR-MSK-005,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00132,2026-05-16,LR-MSK-005,2,가격 대비 용량이 작게 느껴져요.
R-00209,2026-05-16,LR-SHP-001,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00031,2026-05-17,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00041,2026-05-17,LR-SHP-001,1,가격 대비 용량이 작게 느껴져요.
R-00050,2026-05-17,LR-MSK-005,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00110,2026-05-17,LR-MSK-005,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00009,2026-05-18,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00021,2026-05-18,LR-CND-002,1,향이 생각보다 강해서 아쉬웠어요.
R-00052,2026-05-18,LR-KIT-008,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00159,2026-05-18,LR-KIT-008,2,오일이 제 모발에는 끈적임이 남았어요.
R-00008,2026-05-19,LR-KIT-008,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00140,2026-05-19,LR-OIL-004,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00146,2026-05-19,LR-SHP-001,1,오일이 제 모발에는 끈적임이 남았어요.
R-00148,2026-05-19,LR-TRT-003,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00169,2026-05-19,LR-MSK-005,1,오일이 제 모발에는 끈적임이 남았어요.
R-00185,2026-05-19,LR-KIT-008,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00221,2026-05-19,LR-SHP-001,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00222,2026-05-19,LR-SER-007,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00229,2026-05-19,LR-TON-006,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00070,2026-05-20,LR-TRT-003,2,향이 생각보다 강해서 아쉬웠어요.
R-00072,2026-05-20,LR-KIT-008,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00114,2026-05-20,LR-TRT-003,2,향이 생각보다 강해서 아쉬웠어요.
R-00137,2026-05-20,LR-SER-007,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00184,2026-05-20,LR-CND-002,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00164,2026-05-21,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00239,2026-05-21,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00074,2026-05-22,LR-MSK-005,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00103,2026-05-22,LR-SER-007,2,펌프가 잘 눌리지 않아 사용이 불편했어요.
R-00123,2026-05-22,LR-TRT-003,1,오일이 제 모발에는 끈적임이 남았어요.
R-00125,2026-05-22,LR-SHP-001,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00162,2026-05-22,LR-OIL-004,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00177,2026-05-22,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00195,2026-05-22,LR-TON-006,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00214,2026-05-22,LR-CND-002,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00233,2026-05-22,LR-OIL-004,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00014,2026-05-23,LR-TON-006,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00055,2026-05-23,LR-OIL-004,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00175,2026-05-23,LR-OIL-004,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00020,2026-05-24,LR-SHP-001,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00027,2026-05-24,LR-SHP-001,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00091,2026-05-24,LR-SER-007,1,두피가 살짝 간지럽고 효과를 아직 모르겠어요.
R-00010,2026-05-25,LR-OIL-004,2,가격 대비 용량이 작게 느껴져요.
R-00023,2026-05-25,LR-CND-002,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00039,2026-05-25,LR-CND-002,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00131,2026-05-25,LR-MSK-005,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00155,2026-05-25,LR-SHP-001,2,배송 중 내용물이 조금 샜어요.
R-00200,2026-05-25,LR-OIL-004,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00207,2026-05-25,LR-SHP-001,1,오일이 제 모발에는 끈적임이 남았어요.
R-00232,2026-05-25,LR-SER-007,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00001,2026-05-26,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00062,2026-05-26,LR-OIL-004,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00069,2026-05-26,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00112,2026-05-26,LR-TRT-003,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00153,2026-05-26,LR-TON-006,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00154,2026-05-26,LR-SER-007,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00176,2026-05-26,LR-TRT-003,1,배송 중 내용물이 조금 샜어요.
R-00188,2026-05-26,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00192,2026-05-26,LR-KIT-008,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00079,2026-05-27,LR-MSK-005,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00113,2026-05-27,LR-SHP-001,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00133,2026-05-27,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00156,2026-05-27,LR-SER-007,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00199,2026-05-27,LR-TRT-003,3,머릿결이 부드러워지고 사용감이 가벼워요.
R-00212,2026-05-27,LR-SHP-001,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00230,2026-05-27,LR-SER-007,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00046,2026-05-28,LR-MSK-005,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00071,2026-05-28,LR-TON-006,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00119,2026-05-28,LR-KIT-008,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00138,2026-05-28,LR-TON-006,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00203,2026-05-28,LR-SER-007,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00204,2026-05-28,LR-OIL-004,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00236,2026-05-28,LR-TON-006,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00025,2026-05-29,LR-TON-006,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00049,2026-05-29,LR-MSK-005,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00058,2026-05-29,LR-OIL-004,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00080,2026-05-29,LR-TRT-003,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00083,2026-05-29,LR-MSK-005,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00087,2026-05-29,LR-SER-007,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00094,2026-05-29,LR-TRT-003,2,가격 대비 용량이 작게 느껴져요.
R-00101,2026-05-29,LR-MSK-005,2,향이 생각보다 강해서 아쉬웠어요.
R-00193,2026-05-29,LR-SER-007,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00034,2026-05-30,LR-TON-006,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00036,2026-05-30,LR-SHP-001,3,머릿결이 부드러워지고 사용감이 가벼워요.
R-00088,2026-05-30,LR-SER-007,3,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00099,2026-05-30,LR-SER-007,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00130,2026-05-30,LR-KIT-008,1,향이 생각보다 강해서 아쉬웠어요.
R-00189,2026-05-30,LR-TON-006,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00013,2026-05-31,LR-OIL-004,1,향이 생각보다 강해서 아쉬웠어요.
R-00015,2026-05-31,LR-KIT-008,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00089,2026-05-31,LR-SER-007,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00097,2026-05-31,LR-MSK-005,4,머릿결이 부드러워지고 사용감이 가벼워요.
R-00108,2026-05-31,LR-KIT-008,2,향이 생각보다 강해서 아쉬웠어요.
R-00117,2026-05-31,LR-SER-007,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00150,2026-05-31,LR-SER-007,2,가격 대비 용량이 작게 느껴져요.
R-00227,2026-05-31,LR-SER-007,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00064,2026-06-01,LR-TRT-003,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00116,2026-06-01,LR-TON-006,4,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00142,2026-06-01,LR-SER-007,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00144,2026-06-01,LR-MSK-005,1,두피가 살짝 간지럽고 효과를 아직 모르겠어요.
R-00045,2026-06-02,LR-MSK-005,1,오일이 제 모발에는 끈적임이 남았어요.
R-00213,2026-06-02,LR-MSK-005,5,머릿결이 부드러워지고 사용감이 가벼워요.
R-00223,2026-06-02,LR-MSK-005,2,향이 생각보다 강해서 아쉬웠어요.
R-00024,2026-06-03,LR-SHP-001,4,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
R-00077,2026-06-03,LR-SER-007,2,오일이 제 모발에는 끈적임이 남았어요.
R-00121,2026-06-03,LR-TON-006,4,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00078,2026-06-04,LR-CND-002,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00173,2026-06-04,LR-KIT-008,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00196,2026-06-04,LR-CND-002,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00216,2026-06-04,LR-TON-006,3,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00118,2026-06-05,LR-OIL-004,5,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00124,2026-06-05,LR-TON-006,3,한 주 정도 쓰니 푸석함이 줄어든 느낌이에요.
R-00143,2026-06-05,LR-TRT-003,5,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00163,2026-06-05,LR-TON-006,3,배송이 빠르고 패키지도 깔끔해서 선물용으로 좋아요.
R-00167,2026-06-05,LR-TRT-003,2,배송 중 내용물이 조금 샜어요.
R-00237,2026-06-05,LR-KIT-008,5,두피가 편안하고 향도 은은해서 재구매 의향이 있어요.
